,area_type,total_sqft,bathroom,balcony,price,site_location,BHK
6767,Built-up  Area,900.0,1.0,1,38.0,Vadgaon Budruk,1.0
6768,Super built-up  Area,900.0,1.0,1,60.0,Vadgaon Budruk,1.0
6769,Super built-up  Area,900.0,1.0,1,57.0,Vadgaon Budruk,1.0
6770,Super built-up  Area,900.0,1.0,1,38.0,Vadgaon Budruk,1.0
6771,Plot  Area,2408.5,1.0,0,170.0,Vadgaon Budruk,1.0
6772,Super built-up  Area,1280.0,2.0,1,75.0,Vadgaon Budruk,2.0
6773,Super built-up  Area,1297.0,2.0,2,112.0,Vadgaon Budruk,2.0
6774,Super built-up  Area,1327.0,2.0,3,85.0,Vadgaon Budruk,2.0
6775,Super built-up  Area,1046.0,2.0,1,75.0,Vadgaon Budruk,2.0
6776,Super built-up  Area,1025.0,2.0,2,66.0,Vadgaon Budruk,2.0
6777,Built-up  Area,1200.0,2.0,2,80.0,Vadgaon Budruk,2.0
6778,Super built-up  Area,1430.0,2.0,2,87.8,Vadgaon Budruk,2.0
6779,Plot  Area,1200.0,2.0,0,130.0,Vadgaon Budruk,2.0
6780,Super built-up  Area,1335.0,2.0,1,95.0,Vadgaon Budruk,2.0
6781,Super built-up  Area,1420.0,2.0,1,99.26,Vadgaon Budruk,2.0
6782,Super built-up  Area,1342.0,2.0,1,90.0,Vadgaon Budruk,2.0
6783,Super built-up  Area,1559.0,3.0,2,127.0,Vadgaon Budruk,3.0
6784,Plot  Area,900.0,3.0,2,65.0,Vadgaon Budruk,3.0
6785,Super built-up  Area,1685.0,3.0,1,135.0,Vadgaon Budruk,3.0
6786,Plot  Area,900.0,3.0,1,70.0,Vadgaon Budruk,3.0
6787,Built-up  Area,1950.0,3.0,3,220.0,Vadgaon Budruk,3.0
6788,Super built-up  Area,1837.0,3.0,3,142.0,Vadgaon Budruk,3.0
6789,Plot  Area,1300.0,3.0,1,170.0,Vadgaon Budruk,3.0
6790,Built-up  Area,1603.0,2.0,0,125.0,Vadgaon Budruk,3.0
6791,Plot  Area,2000.0,3.0,2,220.0,Vadgaon Budruk,3.0
6792,Super built-up  Area,1138.0,3.0,2,128.0,Vadgaon Budruk,3.0
6793,Super built-up  Area,1640.0,3.0,2,220.0,Vadgaon Budruk,3.0
6794,Plot  Area,1200.0,2.0,1,105.0,Vadgaon Budruk,3.0
6795,Plot  Area,1892.0,3.0,2,200.0,Vadgaon Budruk,3.0
6796,Super built-up  Area,1984.0,4.0,1,148.0,Vadgaon Budruk,3.0
6797,Super built-up  Area,1760.0,3.0,2,139.0,Vadgaon Budruk,3.0
6798,Built-up  Area,2200.0,4.0,2,200.0,Vadgaon Budruk,4.0
6799,Plot  Area,2408.5,4.0,1,220.0,Vadgaon Budruk,4.0
6800,Super built-up  Area,2408.5,2.0,2,220.0,Vadgaon Budruk,4.0
6801,Super built-up  Area,2408.5,4.0,1,220.0,Vadgaon Budruk,4.0
6803,Super built-up  Area,2408.5,4.0,1,220.0,Vadgaon Budruk,4.0
6804,Plot  Area,2408.5,2.0,2,220.0,Vadgaon Budruk,6.0
6805,Super built-up  Area,2408.5,2.0,3,220.0,Vadgaon Budruk,6.0
6806,Built-up  Area,2408.5,2.0,0,220.0,Vadgaon Budruk,6.0
6808,Super built-up  Area,900.0,1.0,0,38.0,Viman Nagar,1.0
6809,Built-up  Area,900.0,1.0,1,38.0,Viman Nagar,1.0
6810,Super built-up  Area,900.0,1.0,1,38.0,Viman Nagar,1.0
6811,Built-up  Area,900.0,1.0,1,38.0,Viman Nagar,1.0
6812,Super built-up  Area,900.0,2.0,1,38.0,Viman Nagar,1.0
6813,Super built-up  Area,900.0,1.0,2,47.0,Viman Nagar,1.0
6814,Super built-up  Area,900.0,1.0,0,38.0,Viman Nagar,1.0
6815,Super built-up  Area,900.0,1.0,1,38.0,Viman Nagar,1.0
6816,Built-up  Area,1160.0,2.0,1,55.0,Viman Nagar,2.0
6817,Super built-up  Area,1050.0,2.0,2,55.5,Viman Nagar,2.0
6818,Super built-up  Area,1408.0,2.0,2,85.0,Viman Nagar,2.0
6819,Built-up  Area,1132.0,2.0,1,67.0,Viman Nagar,2.0
6820,Built-up  Area,955.0,2.0,3,53.55,Viman Nagar,2.0
6821,Plot  Area,1200.0,2.0,0,66.0,Viman Nagar,2.0
6822,Carpet  Area,1203.0,2.0,1,59.86,Viman Nagar,2.0
6823,Super built-up  Area,1140.0,2.0,3,55.5,Viman Nagar,2.0
6824,Super built-up  Area,1100.0,2.0,1,85.0,Viman Nagar,2.0
6825,Super built-up  Area,1312.0,2.0,3,69.0,Viman Nagar,2.0
6826,Plot  Area,1200.0,2.0,1,76.0,Viman Nagar,2.0
6827,Super built-up  Area,1200.0,2.0,2,62.5,Viman Nagar,2.0
6828,Super built-up  Area,1010.0,2.0,2,55.0,Viman Nagar,2.0
6829,Super built-up  Area,940.0,2.0,1,48.0,Viman Nagar,2.0
6830,Plot  Area,1200.0,1.0,0,70.0,Viman Nagar,2.0
6831,Super built-up  Area,1293.0,2.0,2,80.0,Viman Nagar,2.0
6832,Super built-up  Area,1125.0,2.0,1,55.0,Viman Nagar,2.0
6833,Super built-up  Area,1035.0,2.0,2,52.79,Viman Nagar,2.0
6834,Super built-up  Area,1204.0,2.0,2,58.0,Viman Nagar,2.0
6835,Super built-up  Area,1309.0,2.0,1,82.0,Viman Nagar,2.0
6836,Super built-up  Area,1329.0,2.0,1,107.0,Viman Nagar,2.0
6837,Super built-up  Area,1169.0,2.0,2,64.08,Viman Nagar,2.0
6838,Built-up  Area,1080.0,2.0,1,51.0,Viman Nagar,2.0
6839,Super built-up  Area,1231.0,2.0,1,84.5,Viman Nagar,2.0
6840,Plot  Area,1846.0,3.0,2,220.0,Viman Nagar,3.0
6841,Built-up  Area,1420.0,2.0,1,100.0,Viman Nagar,3.0
6842,Built-up  Area,1702.0,3.0,2,130.0,Viman Nagar,3.0
6843,Plot  Area,900.0,4.0,1,72.0,Viman Nagar,3.0
6844,Built-up  Area,2400.0,3.0,0,160.0,Viman Nagar,3.0
6845,Super built-up  Area,2408.5,4.0,2,220.0,Viman Nagar,3.0
6846,Super built-up  Area,1875.0,3.0,1,167.0,Viman Nagar,3.0
6847,Super built-up  Area,1240.0,2.0,1,84.0,Viman Nagar,3.0
6848,Super built-up  Area,1752.12,3.0,2,116.0,Viman Nagar,3.0
6849,Super built-up  Area,1980.0,3.0,2,220.0,Viman Nagar,3.0
6850,Super built-up  Area,1626.0,2.0,2,120.0,Viman Nagar,3.0
6851,Super built-up  Area,1750.0,3.0,3,150.0,Viman Nagar,3.0
6852,Super built-up  Area,1890.0,3.0,2,162.0,Viman Nagar,3.0
6853,Super built-up  Area,1749.0,3.0,1,117.0,Viman Nagar,3.0
6854,Plot  Area,1200.0,3.0,3,96.25,Viman Nagar,3.0
6855,Super built-up  Area,1200.0,2.0,2,69.0,Viman Nagar,3.0
6856,Super built-up  Area,1680.0,3.0,3,105.0,Viman Nagar,3.0
6857,Super built-up  Area,1711.0,3.0,1,110.0,Viman Nagar,3.0
6858,Super built-up  Area,2075.0,3.0,1,175.0,Viman Nagar,3.0
6859,Super built-up  Area,1859.0,3.0,2,121.0,Viman Nagar,3.0
6860,Plot  Area,1200.0,2.0,3,220.0,Viman Nagar,3.0
6861,Super built-up  Area,1847.0,3.0,2,123.0,Viman Nagar,3.0
6862,Super built-up  Area,1293.0,2.0,2,80.0,Viman Nagar,3.0
6863,Super built-up  Area,1720.0,2.0,1,130.0,Viman Nagar,3.0
6864,Super built-up  Area,1550.0,2.0,2,98.0,Viman Nagar,3.0
6865,Super built-up  Area,2180.0,3.0,1,220.0,Viman Nagar,3.0
6866,Super built-up  Area,1884.0,4.0,2,118.0,Viman Nagar,3.0
6867,Super built-up  Area,1732.0,3.0,1,112.0,Viman Nagar,3.0
6868,Super built-up  Area,1255.0,3.0,2,77.68,Viman Nagar,3.0
6869,Plot  Area,900.0,3.0,1,75.0,Viman Nagar,3.0
6870,Super built-up  Area,1460.0,2.0,1,90.0,Viman Nagar,3.0
6871,Built-up  Area,1610.0,2.0,3,119.0,Viman Nagar,3.0
6872,Super built-up  Area,1738.0,3.0,2,110.0,Viman Nagar,3.0
6873,Plot  Area,2408.5,5.0,1,220.0,Viman Nagar,4.0
6874,Built-up  Area,2408.5,5.0,1,220.0,Viman Nagar,4.0
6875,Plot  Area,2408.5,5.0,1,220.0,Viman Nagar,4.0
6876,Plot  Area,2400.0,4.0,2,220.0,Viman Nagar,4.0
6877,Built-up  Area,2408.5,2.0,1,220.0,Viman Nagar,4.0
6878,Built-up  Area,2408.5,2.0,0,220.0,Viman Nagar,4.0
6879,Super built-up  Area,2408.5,4.0,3,185.0,Viman Nagar,4.0
6882,Plot  Area,2408.5,2.0,3,220.0,Viman Nagar,6.0
6884,Super built-up  Area,900.0,1.0,0,38.0,Vishrant Wadi,1.0
6885,Plot  Area,900.0,1.0,1,38.0,Vishrant Wadi,1.0
6886,Super built-up  Area,900.0,1.0,0,38.0,Vishrant Wadi,1.0
6887,Super built-up  Area,900.0,1.0,1,75.0,Vishrant Wadi,1.0
6888,Super built-up  Area,900.0,1.0,0,38.0,Vishrant Wadi,1.0
6889,Built-up  Area,900.0,1.0,1,75.0,Vishrant Wadi,1.0
6890,Super built-up  Area,1020.0,2.0,1,49.87,Vishrant Wadi,1.0
6891,Built-up  Area,900.0,1.0,0,45.0,Vishrant Wadi,1.0
6892,Built-up  Area,900.0,1.0,1,38.0,Vishrant Wadi,1.0
6893,Plot  Area,2408.5,1.0,1,150.0,Vishrant Wadi,1.0
6894,Plot  Area,1200.0,1.0,0,45.0,Vishrant Wadi,1.0
6895,Built-up  Area,1000.0,2.0,2,70.0,Vishrant Wadi,2.0
6896,Super built-up  Area,1320.0,2.0,1,165.0,Vishrant Wadi,2.0
6897,Super built-up  Area,1630.0,2.0,2,200.0,Vishrant Wadi,2.0
6898,Super built-up  Area,900.0,2.0,1,55.0,Vishrant Wadi,2.0
6899,Super built-up  Area,1012.0,2.0,1,66.5,Vishrant Wadi,2.0
6900,Super built-up  Area,1145.0,2.0,2,100.0,Vishrant Wadi,2.0
6901,Super built-up  Area,1255.0,2.0,3,77.0,Vishrant Wadi,2.0
6902,Built-up  Area,1158.0,2.0,3,75.0,Vishrant Wadi,2.0
6903,Super built-up  Area,920.0,2.0,2,60.0,Vishrant Wadi,2.0
6904,Super built-up  Area,947.55,2.0,1,80.0,Vishrant Wadi,2.0
6905,Super built-up  Area,1763.0,3.0,2,220.0,Vishrant Wadi,2.0
6906,Super built-up  Area,900.0,2.0,1,85.0,Vishrant Wadi,2.0
6907,Super built-up  Area,1392.0,2.0,1,130.0,Vishrant Wadi,2.0
6908,Built-up  Area,1035.0,2.0,2,90.0,Vishrant Wadi,2.0
6909,Super built-up  Area,1206.0,2.0,1,90.0,Vishrant Wadi,2.0
6910,Plot  Area,1050.0,3.0,1,175.0,Vishrant Wadi,3.0
6911,Built-up  Area,2300.0,4.0,1,220.0,Vishrant Wadi,3.0
6912,Super built-up  Area,1717.0,3.0,2,200.0,Vishrant Wadi,3.0
6913,Plot  Area,2400.0,4.0,2,220.0,Vishrant Wadi,3.0
6914,Built-up  Area,2408.5,4.0,3,220.0,Vishrant Wadi,4.0
6915,Plot  Area,2408.5,4.0,2,220.0,Vishrant Wadi,4.0
6916,Plot  Area,2408.5,4.0,3,220.0,Vishrant Wadi,4.0
6917,Plot  Area,1750.0,3.0,2,215.0,Vishrant Wadi,4.0
6918,Built-up  Area,1800.0,5.0,1,220.0,Vishrant Wadi,4.0
6919,Plot  Area,1200.0,3.0,2,160.0,Vishrant Wadi,4.0
6920,Plot  Area,2400.0,4.0,1,220.0,Vishrant Wadi,4.0
6925,Super built-up  Area,900.0,1.0,1,47.0,Wadgaon Sheri,1.0
6926,Built-up  Area,900.0,1.0,0,38.0,Wadgaon Sheri,1.0
6927,Super built-up  Area,900.0,1.0,1,38.0,Wadgaon Sheri,1.0
6928,Super built-up  Area,900.0,1.0,1,38.0,Wadgaon Sheri,1.0
6929,Super built-up  Area,900.0,1.0,1,38.0,Wadgaon Sheri,1.0
6930,Super built-up  Area,1500.0,1.0,0,60.0,Wadgaon Sheri,1.0
6931,Plot  Area,900.0,1.0,0,58.0,Wadgaon Sheri,1.0
6932,Super built-up  Area,1265.0,2.0,2,85.0,Wadgaon Sheri,2.0
6933,Built-up  Area,900.0,2.0,0,60.0,Wadgaon Sheri,2.0
6934,Super built-up  Area,1171.0,2.0,2,75.0,Wadgaon Sheri,2.0
6935,Super built-up  Area,1207.0,2.0,2,79.9,Wadgaon Sheri,2.0
6936,Super built-up  Area,1233.0,2.0,3,100.0,Wadgaon Sheri,2.0
6937,Carpet  Area,1181.7,2.0,1,100.0,Wadgaon Sheri,2.0
6938,Super built-up  Area,1267.0,2.0,1,90.33,Wadgaon Sheri,2.0
6939,Built-up  Area,1336.0,2.0,1,86.0,Wadgaon Sheri,2.0
6940,Super built-up  Area,1290.0,2.0,1,89.9,Wadgaon Sheri,2.0
6941,Super built-up  Area,1113.0,2.0,1,70.0,Wadgaon Sheri,2.0
6942,Built-up  Area,980.0,2.0,1,77.44,Wadgaon Sheri,2.0
6943,Plot  Area,2100.0,1.0,1,200.0,Wadgaon Sheri,2.0
6944,Super built-up  Area,1362.0,2.0,3,85.0,Wadgaon Sheri,2.0
6945,Plot  Area,900.0,2.0,1,170.0,Wadgaon Sheri,3.0
6946,Plot  Area,2408.5,3.0,3,220.0,Wadgaon Sheri,3.0
6947,Super built-up  Area,1950.0,3.0,3,165.0,Wadgaon Sheri,3.0
6948,Built-up  Area,1475.0,2.0,1,200.0,Wadgaon Sheri,3.0
6949,Plot  Area,2400.0,2.0,0,220.0,Wadgaon Sheri,3.0
6950,Plot  Area,1200.0,3.0,1,145.0,Wadgaon Sheri,3.0
6951,Super built-up  Area,1920.0,3.0,2,150.0,Wadgaon Sheri,3.0
6952,Built-up  Area,1600.0,3.0,2,180.0,Wadgaon Sheri,3.0
6953,Super built-up  Area,1703.0,3.0,2,130.0,Wadgaon Sheri,3.0
6954,Super built-up  Area,2367.0,3.0,3,220.0,Wadgaon Sheri,3.0
6955,Plot  Area,900.0,3.0,2,85.0,Wadgaon Sheri,3.0
6956,Plot  Area,1560.0,2.0,1,200.0,Wadgaon Sheri,3.0
6957,Super built-up  Area,2390.0,3.0,1,220.0,Wadgaon Sheri,3.0
6958,Built-up  Area,2176.0,3.0,3,220.0,Wadgaon Sheri,3.0
6959,Plot  Area,1200.0,3.0,2,110.0,Wadgaon Sheri,3.0
6960,Built-up  Area,1200.0,4.0,1,220.0,Wadgaon Sheri,4.0
6961,Plot  Area,2408.5,4.0,3,220.0,Wadgaon Sheri,4.0
6962,Super built-up  Area,2408.5,2.0,2,220.0,Wadgaon Sheri,4.0
6963,Super built-up  Area,2408.5,4.0,1,220.0,Wadgaon Sheri,4.0
6964,Plot  Area,2408.5,4.0,2,220.0,Wadgaon Sheri,4.0
6970,Super built-up  Area,900.0,1.0,1,38.0,Wagholi,1.0
6971,Super built-up  Area,900.0,1.0,1,38.0,Wagholi,1.0
6972,Super built-up  Area,900.0,1.0,0,41.9,Wagholi,1.0
6973,Built-up  Area,900.0,1.0,0,70.0,Wagholi,1.0
6974,Built-up  Area,900.0,1.0,0,38.0,Wagholi,1.0
6975,Super built-up  Area,900.0,1.0,1,38.0,Wagholi,1.0
6976,Built-up  Area,900.0,1.0,2,60.0,Wagholi,1.0
6977,Super built-up  Area,1270.0,2.0,1,98.0,Wagholi,2.0
6978,Super built-up  Area,1165.0,2.0,2,95.0,Wagholi,2.0
6979,Built-up  Area,1210.0,2.0,1,102.0,Wagholi,2.0
6980,Plot  Area,1160.0,1.0,0,163.0,Wagholi,2.0
6981,Plot  Area,900.0,2.0,1,120.0,Wagholi,2.0
6982,Super built-up  Area,1500.0,2.0,2,130.0,Wagholi,2.0
6983,Super built-up  Area,1199.0,2.0,1,85.0,Wagholi,2.0
6984,Super built-up  Area,940.0,2.0,1,69.57,Wagholi,2.0
6985,Plot  Area,1865.0,3.0,3,220.0,Wagholi,3.0
6986,Super built-up  Area,2376.0,3.0,1,220.0,Wagholi,3.0
6987,Super built-up  Area,2100.0,3.0,2,200.0,Wagholi,3.0
6988,Plot  Area,1200.0,3.0,2,110.0,Wagholi,3.0
6989,Super built-up  Area,2408.5,4.0,1,220.0,Wagholi,3.0
6990,Plot  Area,2408.5,5.0,1,220.0,Wagholi,4.0
6992,Plot  Area,2408.5,3.0,2,220.0,Wagholi,4.0
6994,Built-up  Area,1200.0,4.0,0,83.0,Wagholi,4.0
6995,Super built-up  Area,2408.5,5.0,2,220.0,Wagholi,4.0
6996,Plot  Area,1200.0,4.0,2,165.0,Wagholi,4.0
6997,Plot  Area,1386.0,3.0,2,93.0,Wagholi,4.0
6998,Super built-up  Area,2408.5,4.0,3,198.0,Wagholi,4.0
6999,Super built-up  Area,2408.5,4.0,1,220.0,Wagholi,4.0
7002,Built-up  Area,2408.5,4.0,0,220.0,Wagholi,5.0
7003,Built-up  Area,2300.0,2.0,0,160.0,Wagholi,6.0
7005,Super built-up  Area,900.0,1.0,0,38.0,Wakadewadi,1.0
7006,Super built-up  Area,900.0,1.0,1,38.0,Wakadewadi,1.0
7007,Built-up  Area,900.0,1.0,1,38.0,Wakadewadi,1.0
7008,Super built-up  Area,900.0,1.0,1,38.0,Wakadewadi,1.0
7009,Super built-up  Area,900.0,2.0,0,38.0,Wakadewadi,1.0
7010,Super built-up  Area,1000.0,1.0,1,38.0,Wakadewadi,1.0
7011,Plot  Area,900.0,1.0,1,38.0,Wakadewadi,1.0
7012,Plot  Area,900.0,1.0,0,38.0,Wakadewadi,1.0
7013,Super built-up  Area,900.0,1.0,1,46.0,Wakadewadi,1.0
7014,Super built-up  Area,900.0,1.0,0,38.0,Wakadewadi,1.0
7015,Super built-up  Area,900.0,1.0,1,41.0,Wakadewadi,1.0
7016,Super built-up  Area,1800.0,1.0,1,200.0,Wakadewadi,1.0
7017,Built-up  Area,1200.0,2.0,1,62.0,Wakadewadi,2.0
7018,Super built-up  Area,1070.0,2.0,1,55.0,Wakadewadi,2.0
7019,Super built-up  Area,1282.0,2.0,2,72.0,Wakadewadi,2.0
7020,Super built-up  Area,1200.0,2.0,1,72.0,Wakadewadi,2.0
7021,Super built-up  Area,1300.0,2.0,2,73.0,Wakadewadi,2.0
7022,Super built-up  Area,915.0,2.0,2,48.0,Wakadewadi,2.0
7023,Super built-up  Area,950.0,2.0,1,50.0,Wakadewadi,2.0
7024,Super built-up  Area,1394.0,2.0,1,100.0,Wakadewadi,2.0
7025,Super built-up  Area,1145.0,2.0,1,62.0,Wakadewadi,2.0
7026,Super built-up  Area,1125.0,2.0,1,58.0,Wakadewadi,2.0
7027,Super built-up  Area,1232.0,2.0,2,89.0,Wakadewadi,2.0
7028,Super built-up  Area,1280.0,2.0,2,69.0,Wakadewadi,2.0
7029,Super built-up  Area,1330.0,2.0,2,77.0,Wakadewadi,2.0
7030,Built-up  Area,1030.0,2.0,2,57.0,Wakadewadi,2.0
7031,Plot  Area,900.0,1.0,0,55.0,Wakadewadi,2.0
7032,Plot  Area,1200.0,2.0,0,105.0,Wakadewadi,2.0
7033,Built-up  Area,1308.0,2.0,1,86.0,Wakadewadi,2.0
7034,Plot  Area,900.0,1.0,0,90.0,Wakadewadi,2.0
7035,Super built-up  Area,1162.0,2.0,1,59.0,Wakadewadi,2.0
7036,Super built-up  Area,1847.0,3.0,2,123.0,Wakadewadi,3.0
7037,Built-up  Area,1449.0,3.0,2,100.0,Wakadewadi,3.0
7038,Super built-up  Area,1706.0,3.0,2,135.0,Wakadewadi,3.0
7039,Plot  Area,900.0,2.0,1,90.0,Wakadewadi,3.0
7040,Built-up  Area,1100.0,2.0,1,145.0,Wakadewadi,3.0
7041,Super built-up  Area,1703.0,3.0,2,130.0,Wakadewadi,3.0
7042,Super built-up  Area,1157.0,2.0,1,74.0,Wakadewadi,3.0
7043,Super built-up  Area,1900.0,3.0,2,190.0,Wakadewadi,3.0
7044,Plot  Area,900.0,3.0,2,75.0,Wakadewadi,3.0
7045,Super built-up  Area,1850.0,3.0,2,140.0,Wakadewadi,3.0
7046,Built-up  Area,2100.0,3.0,2,150.0,Wakadewadi,3.0
7048,Built-up  Area,2408.5,4.0,3,220.0,Wakadewadi,4.0
7049,Plot  Area,2408.5,4.0,3,220.0,Wakadewadi,4.0
7050,Super built-up  Area,2408.5,5.0,0,220.0,Wakadewadi,4.0
7051,Plot  Area,1200.0,4.0,2,205.0,Wakadewadi,4.0
7052,Built-up  Area,2408.5,4.0,3,220.0,Wakadewadi,4.0
7053,Plot  Area,2408.5,5.0,2,220.0,Wakadewadi,4.0
7054,Super built-up  Area,2380.0,4.0,3,220.0,Wakadewadi,4.0
7055,Super built-up  Area,2408.5,4.0,3,220.0,Wakadewadi,4.0
7056,Super built-up  Area,2408.5,4.0,2,220.0,Wakadewadi,4.0
7057,Plot  Area,1250.0,4.0,1,135.0,Wakadewadi,4.0
7058,Plot  Area,2408.5,2.0,1,220.0,Wakadewadi,5.0
7059,Plot  Area,2408.5,4.0,2,220.0,Wakadewadi,5.0
7063,Plot  Area,2400.0,2.0,3,220.0,Wakadewadi,7.0
7065,Built-up  Area,2408.5,5.0,3,95.0,Wakadewadi,7.0
7066,Super built-up  Area,900.0,2.0,2,38.0,Wanowrie,1.0
7067,Super built-up  Area,900.0,1.0,1,44.9,Wanowrie,1.0
7068,Built-up  Area,900.0,1.0,1,45.0,Wanowrie,1.0
7069,Super built-up  Area,900.0,1.0,1,38.0,Wanowrie,1.0
7070,Super built-up  Area,900.0,1.0,1,38.0,Wanowrie,1.0
7071,Super built-up  Area,2408.5,1.0,1,55.0,Wanowrie,1.0
7072,Built-up  Area,1451.0,2.0,1,90.0,Wanowrie,2.0
7073,Super built-up  Area,1205.0,2.0,1,78.5,Wanowrie,2.0
7074,Built-up  Area,1000.0,2.0,2,53.0,Wanowrie,2.0
7075,Super built-up  Area,1239.0,2.0,1,82.0,Wanowrie,2.0
7076,Built-up  Area,1012.0,2.0,1,75.0,Wanowrie,2.0
7077,Super built-up  Area,1480.0,2.0,1,120.0,Wanowrie,2.0
7078,Built-up  Area,1200.0,2.0,1,125.0,Wanowrie,2.0
7079,Super built-up  Area,1350.0,2.0,1,89.0,Wanowrie,2.0
7080,Built-up  Area,1069.0,2.0,1,55.0,Wanowrie,2.0
7081,Super built-up  Area,1200.0,2.0,2,68.0,Wanowrie,2.0
7082,Plot  Area,1200.0,3.0,1,70.0,Wanowrie,2.0
7083,Super built-up  Area,1330.0,2.0,2,74.0,Wanowrie,2.0
7084,Super built-up  Area,1276.0,2.0,0,146.0,Wanowrie,2.0
7085,Super built-up  Area,1310.0,2.0,1,88.0,Wanowrie,2.0
7086,Super built-up  Area,1250.0,2.0,1,78.0,Wanowrie,2.0
7087,Super built-up  Area,985.0,2.0,1,62.5,Wanowrie,2.0
7088,Built-up  Area,1450.0,2.0,2,80.0,Wanowrie,2.0
7089,Plot  Area,1500.0,3.0,1,170.0,Wanowrie,3.0
7090,Super built-up  Area,1800.0,3.0,2,175.0,Wanowrie,3.0
7091,Super built-up  Area,2292.0,4.0,1,220.0,Wanowrie,3.0
7092,Super built-up  Area,1300.0,3.0,3,150.0,Wanowrie,3.0
7093,Built-up  Area,1900.0,3.0,1,135.0,Wanowrie,3.0
7094,Super built-up  Area,1665.0,2.0,3,125.0,Wanowrie,3.0
7095,Built-up  Area,1653.0,3.0,2,120.0,Wanowrie,3.0
7096,Plot  Area,1200.0,2.0,1,220.0,Wanowrie,3.0
7097,Super built-up  Area,1583.0,3.0,3,115.0,Wanowrie,3.0
7098,Super built-up  Area,1459.0,3.0,2,135.0,Wanowrie,3.0
7099,Super built-up  Area,1760.0,3.0,2,128.0,Wanowrie,3.0
7100,Built-up  Area,1200.0,2.0,2,100.0,Wanowrie,3.0
7101,Plot  Area,2400.0,3.0,1,220.0,Wanowrie,3.0
7102,Super built-up  Area,2215.0,3.0,2,220.0,Wanowrie,3.0
7103,Super built-up  Area,1513.0,3.0,1,103.0,Wanowrie,3.0
7104,Super built-up  Area,1630.0,2.0,2,130.0,Wanowrie,3.0
7105,Super built-up  Area,1724.0,3.0,3,140.0,Wanowrie,3.0
7106,Plot  Area,1200.0,4.0,2,155.0,Wanowrie,4.0
7107,Plot  Area,2230.0,4.0,3,220.0,Wanowrie,4.0
7108,Plot  Area,2400.0,4.0,1,220.0,Wanowrie,4.0
7109,Super built-up  Area,2408.5,4.0,3,220.0,Wanowrie,4.0
7110,Plot  Area,2408.5,2.0,1,220.0,Wanowrie,4.0
7111,Super built-up  Area,2408.5,4.0,2,220.0,Wanowrie,4.0
7112,Super built-up  Area,2100.0,4.0,1,180.0,Wanowrie,4.0
7113,Super built-up  Area,2408.5,5.0,2,220.0,Wanowrie,4.0
7114,Super built-up  Area,2408.5,4.0,3,220.0,Wanowrie,4.0
7115,Built-up  Area,2408.5,4.0,1,220.0,Wanowrie,4.0
7118,Plot  Area,2100.0,2.0,0,220.0,Wanowrie,7.0
7119,Super built-up  Area,900.0,1.0,1,38.0,Warje,1.0
7120,Built-up  Area,900.0,1.0,1,38.0,Warje,1.0
7121,Super built-up  Area,900.0,1.0,1,38.0,Warje,1.0
7122,Super built-up  Area,900.0,1.0,0,38.0,Warje,1.0
7123,Super built-up  Area,900.0,1.0,1,38.0,Warje,1.0
7124,Built-up  Area,1100.0,2.0,1,75.0,Warje,1.0
7125,Super built-up  Area,900.0,1.0,0,38.0,Warje,1.0
7126,Super built-up  Area,900.0,1.0,1,38.0,Warje,1.0
7127,Super built-up  Area,1296.0,2.0,3,80.0,Warje,2.0
7128,Super built-up  Area,1200.0,2.0,1,74.0,Warje,2.0
7129,Super built-up  Area,900.0,2.0,1,57.99,Warje,2.0
7130,Super built-up  Area,1005.0,1.0,1,110.0,Warje,2.0
7131,Built-up  Area,1200.0,2.0,0,90.0,Warje,2.0
7132,Built-up  Area,1280.0,2.0,0,85.0,Warje,2.0
7133,Super built-up  Area,920.0,2.0,2,46.0,Warje,2.0
7134,Super built-up  Area,1265.0,2.0,3,70.0,Warje,2.0
7135,Super built-up  Area,1280.0,2.0,1,65.0,Warje,2.0
7136,Super built-up  Area,1364.0,2.0,2,70.0,Warje,2.0
7137,Super built-up  Area,1295.0,2.0,2,64.0,Warje,2.0
7138,Super built-up  Area,1216.0,2.0,1,66.48,Warje,2.0
7139,Built-up  Area,1190.0,2.0,2,100.0,Warje,2.0
7140,Super built-up  Area,1152.0,2.0,1,65.75,Warje,2.0
7141,Super built-up  Area,1070.0,2.0,1,55.0,Warje,2.0
7142,Super built-up  Area,1404.0,2.0,1,68.8,Warje,2.0
7143,Built-up  Area,1400.0,2.0,1,80.0,Warje,2.0
7144,Super built-up  Area,1000.0,3.0,2,60.0,Warje,2.0
7145,Super built-up  Area,950.0,2.0,1,60.0,Warje,2.0
7146,Super built-up  Area,1200.0,2.0,3,78.0,Warje,2.0
7147,Super built-up  Area,1355.0,2.0,3,73.0,Warje,2.0
7148,Super built-up  Area,1173.0,2.0,1,77.0,Warje,2.0
7149,Super built-up  Area,1275.0,2.0,1,73.0,Warje,2.0
7150,Super built-up  Area,1100.0,2.0,1,71.42,Warje,2.0
7151,Super built-up  Area,1162.0,2.0,1,58.0,Warje,2.0
7152,Built-up  Area,1100.0,2.0,1,166.0,Warje,2.0
7153,Super built-up  Area,1197.0,2.0,1,78.0,Warje,2.0
7154,Built-up  Area,1000.0,2.0,2,60.0,Warje,2.0
7155,Super built-up  Area,1340.0,2.0,1,101.0,Warje,2.0
7156,Super built-up  Area,1328.0,2.0,2,69.0,Warje,2.0
